;DAY;WEEK;MONTH;YEAR;YEAR_MONTH;NUMSEG;NUMSILLON;CODSEG;ACTIF;LIBTYP;RESAOPEN;DATE_RES;STATUT_SNCF;CODSILLON;DSTFIN;NUMLIGNE;KMS;SENS;SERVICE;CLOSING;REF;DEP;ARR;CODLIGNE;DATCAL;HRE_DEP_MOD;HRE_ARR_MOD;IDCALJ;SEG_MOD;RESTRICT_LNG;EXCTRAIN;EXCSILLON;ENVOI_BULLETIN_COMPO;NUMMISDEP
0;1;05;2;2019;02-2019;12589;22;30000;1;Arrivee;1;02-01-2019 00:00:00;3.0;30010;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;31-01-2019 23:00:00;01-02-2019 02:30:00;01-02-2019 03:55:00;01-02-2019 17:22:00;LB-BTG;2019-02-01;;;;;;;;3.0;12609.0
1;1;05;2;2019;02-2019;12517;4;30101;1;Arrivee;1;02-01-2019 00:00:00;3.0;30101;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;01-02-2019 01:00:00;01-02-2019 03:51:00;01-02-2019 04:11:00;01-02-2019 18:55:00;BTG-LB;2019-02-01;;;;;;;;3.0;12537.0
2;1;05;2;2019;02-2019;12685;373;30301;1;Arrivee;1;02-01-2019 00:00:00;3.0;30957;Le Boulou;5;1500;0;CALAIS/LE BOULOU;31-01-2019 22:00:00;01-02-2019 03:00:00;01-02-2019 04:12:00;02-02-2019 04:51:00;CAL-LB;2019-02-01;;;;;;;;3.0;12705.0
3;1;05;2;2019;02-2019;12705;76;30200;1;Arrivee;1;02-01-2019 00:00:00;3.0;30200;CALAIS;6;1500;1;CALAIS/LE BOULOU;01-02-2019 03:00:00;01-02-2019 04:30:00;01-02-2019 06:19:00;02-02-2019 02:23:00;LB-CAL;2019-02-01;;;;;;;;3.0;12725.0
4;1;05;2;2019;02-2019;12545;6;30105;1;Arrivee;1;02-01-2019 00:00:00;3.0;30105;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;01-02-2019 12:30:00;01-02-2019 14:45:00;01-02-2019 15:42:00;02-02-2019 07:10:00;BTG-LB;2019-02-01;;;;;;;;3.0;12565.0
5;1;05;2;2019;02-2019;12614;2;30004;1;Arrivee;1;02-01-2019 00:00:00;3.0;30004;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;01-02-2019 13:00:00;01-02-2019 15:00:00;01-02-2019 16:05:00;02-02-2019 06:29:00;LB-BTG;2019-02-01;;;;;;;;3.0;12634.0
6;1;05;2;2019;02-2019;12741;358;41321;0;Supprimee;0;02-01-2019 00:00:00;3.0;41321;SAINT JEAN DE MAURIENNE;24;1150;0;CALAIS/ORBASSANO;01-02-2019 16:30:00;01-02-2019 17:00:00;01-02-2019 19:15:00;02-02-2019 13:32:00;CAL-ORBA;2019-02-01;;;;;;;;3.0;
7;1;05;2;2019;02-2019;12641;71;30006;1;Arrivee;1;02-01-2019 00:00:00;3.0;30056;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;01-02-2019 18:00:00;01-02-2019 20:33:00;01-02-2019 20:54:00;02-02-2019 12:02:00;LB-BTG;2019-02-01;20:54:00;12:02:00;1859.0;2126.0;1.0;;71.0;3.0;12661.0
8;1;05;2;2019;02-2019;12641;71;30006;1;Arrivee;1;02-01-2019 00:00:00;3.0;30056;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;01-02-2019 18:00:00;01-02-2019 20:33:00;01-02-2019 20:54:00;02-02-2019 12:02:00;LB-BTG;2019-02-01;;;;;;;;3.0;12661.0
9;1;05;2;2019;02-2019;12569;120;30107;1;Arrivee;1;02-01-2019 00:00:00;3.0;30137;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;01-02-2019 18:00:00;01-02-2019 21:33:00;01-02-2019 22:15:00;02-02-2019 13:06:00;BTG-LB;2019-02-01;22:15:00;13:06:00;1859.0;2130.0;1.0;;120.0;3.0;12589.0
10;1;05;2;2019;02-2019;12569;120;30107;1;Arrivee;1;02-01-2019 00:00:00;3.0;30137;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;01-02-2019 18:00:00;01-02-2019 21:33:00;01-02-2019 22:15:00;02-02-2019 13:06:00;BTG-LB;2019-02-01;;;;;;;;3.0;12589.0
11;1;05;2;2019;02-2019;12765;359;41314;0;Supprimee;0;02-01-2019 00:00:00;;41314;CALAIS;25;1150;1;CALAIS/ORBASSANO;01-02-2019 20:30:00;01-02-2019 20:00:00;01-02-2019 22:20:00;02-02-2019 20:39:00;ORBA - CAL;2019-02-01;22:20:00;20:39:00;1859.0;12339.0;0.0;;359.0;;
12;1;05;2;2019;02-2019;12765;359;41314;0;Supprimee;0;02-01-2019 00:00:00;;41314;CALAIS;25;1150;1;CALAIS/ORBASSANO;01-02-2019 20:30:00;01-02-2019 20:00:00;01-02-2019 22:20:00;02-02-2019 20:39:00;ORBA - CAL;2019-02-01;;;;;;;;;
13;1;09;3;2019;03-2019;14853;383;PB-30000;1;Arrivee;1;30-01-2019 00:00:00;3.0;30050;BETTEMBOURG;29;1020;1;BETTEMBOURG/PERPIGNAN-ROUSSILLON;28-02-2019 22:00:00;01-03-2019 03:30:00;01-03-2019 04:12:00;01-03-2019 17:22:00;PPN-BTG;2019-03-01;;;;;;;;3.0;14873.0
14;1;09;3;2019;03-2019;14799;380;BP-30101;1;Arrivee;1;30-01-2019 00:00:00;3.0;30101;PERPIGNAN;28;1020;0;BETTEMBOURG/PERPIGNAN-ROUSSILLON;28-02-2019 23:00:00;01-03-2019 04:44:00;01-03-2019 05:32:00;01-03-2019 18:42:00;BTG-PPN;2019-03-01;05:32:00;18:42:00;1887.0;14750.0;0.0;;380.0;3.0;14819.0
15;1;09;3;2019;03-2019;14799;380;BP-30101;1;Arrivee;1;30-01-2019 00:00:00;3.0;30101;PERPIGNAN;28;1020;0;BETTEMBOURG/PERPIGNAN-ROUSSILLON;28-02-2019 23:00:00;01-03-2019 04:44:00;01-03-2019 05:32:00;01-03-2019 18:42:00;BTG-PPN;2019-03-01;;;;;;;;3.0;14819.0
16;1;09;3;2019;03-2019;14775;381;BB-30101;1;Arrivee;1;30-01-2019 00:00:00;3.0;XXX;BARCELONE;26;1220;0;BETTEMBOURG/BARCELONA;28-02-2019 23:00:00;01-03-2019 04:12:00;01-03-2019 05:32:00;02-03-2019 14:53:00;BTG-BCN;2019-03-01;;;;;;;;;14795.0
17;1;09;3;2019;03-2019;14628;256;30103;1;Arrivee;1;30-01-2019 00:00:00;3.0;30133;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;01-03-2019 02:00:00;01-03-2019 05:30:00;01-03-2019 06:12:00;01-03-2019 21:47:00;BTG-LB;2019-03-01;06:12:00;21:47:00;1887.0;2128.0;1.0;;256.0;3.0;14648.0
18;1;09;3;2019;03-2019;14628;256;30103;1;Arrivee;1;30-01-2019 00:00:00;3.0;30133;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;01-03-2019 02:00:00;01-03-2019 05:30:00;01-03-2019 06:12:00;01-03-2019 21:47:00;BTG-LB;2019-03-01;;;;;;;;3.0;14648.0
19;1;09;3;2019;03-2019;14579;76;30200;1;Arrivee;1;30-01-2019 00:00:00;3.0;30200;CALAIS;6;1500;1;CALAIS/LE BOULOU;01-03-2019 03:00:00;01-03-2019 04:30:00;01-03-2019 06:16:00;02-03-2019 02:23:00;LB-CAL;2019-03-01;;;;;;;;3.0;14599.0
20;1;09;3;2019;03-2019;14877;260;30002;1;Arrivee;1;30-01-2019 00:00:00;3.0;30042;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;01-03-2019 05:00:00;01-03-2019 04:43:00;01-03-2019 08:10:00;02-03-2019 00:14:00;LB-BTG;2019-03-01;08:10:00;00:14:00;1887.0;2124.0;0.0;;260.0;3.0;14897.0
21;1;09;3;2019;03-2019;14877;260;30002;1;Arrivee;1;30-01-2019 00:00:00;3.0;30042;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;01-03-2019 05:00:00;01-03-2019 04:43:00;01-03-2019 08:10:00;02-03-2019 00:14:00;LB-BTG;2019-03-01;;;;;;;;3.0;14897.0
22;1;09;3;2019;03-2019;14653;57;30105;1;Arrivee;1;30-01-2019 00:00:00;3.0;30115;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;01-03-2019 12:30:00;01-03-2019 14:45:00;01-03-2019 15:42:00;02-03-2019 07:42:00;BTG-LB;2019-03-01;;;;;;;;3.0;14673.0
23;1;09;3;2019;03-2019;14519;358;41321;1;Arrivee;1;30-01-2019 00:00:00;3.0;41321;SAINT JEAN DE MAURIENNE;24;1150;0;CALAIS/ORBASSANO;01-03-2019 16:30:00;01-03-2019 17:00:00;01-03-2019 19:15:00;02-03-2019 13:32:00;CAL-ORBA;2019-03-01;;;;;;;;3.0;14539.0
24;1;09;3;2019;03-2019;14722;71;30006;1;Arrivee;1;30-01-2019 00:00:00;3.0;30056;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;01-03-2019 18:00:00;28-02-2019 21:10:00;01-03-2019 20:48:00;02-03-2019 12:02:00;LB-BTG;2019-03-01;;;;;;;;3.0;14742.0
25;1;09;3;2019;03-2019;14722;71;30006;1;Arrivee;1;30-01-2019 00:00:00;3.0;30056;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;01-03-2019 18:00:00;28-02-2019 21:10:00;01-03-2019 20:48:00;02-03-2019 12:02:00;LB-BTG;2019-03-01;20:48:00;12:02:00;1887.0;2126.0;1.0;;71.0;3.0;14742.0
26;1;09;3;2019;03-2019;14490;359;41314;1;Arrivee;1;30-01-2019 00:00:00;;41314;CALAIS;25;1150;1;CALAIS/ORBASSANO;01-03-2019 20:30:00;01-03-2019 20:00:00;01-03-2019 22:20:00;02-03-2019 20:39:00;ORBA - CAL;2019-03-01;22:20:00;20:39:00;1887.0;12339.0;0.0;;359.0;3.0;14510.0
27;1;09;3;2019;03-2019;14490;359;41314;1;Arrivee;1;30-01-2019 00:00:00;;41314;CALAIS;25;1150;1;CALAIS/ORBASSANO;01-03-2019 20:30:00;01-03-2019 20:00:00;01-03-2019 22:20:00;02-03-2019 20:39:00;ORBA - CAL;2019-03-01;;;;;;;;3.0;14510.0
28;1;13;4;2019;04-2019;15194;1;BB-30000;1;Arrivee;1;02-03-2019 00:00:00;3.0;30113;PERPIGNAN;27;1220;1;BETTEMBOURG/BARCELONA;01-04-2019 16:30:00;01-04-2019 16:30:00;01-04-2019 19:30:00;02-04-2019 20:00:00;BCN-BTG;2019-04-01;19:30:00;20:00:00;1918.0;14752.0;0.0;;1.0;3.0;15214.0
29;1;13;4;2019;04-2019;15194;1;BB-30000;1;Arrivee;1;02-03-2019 00:00:00;3.0;30113;PERPIGNAN;27;1220;1;BETTEMBOURG/BARCELONA;01-04-2019 16:30:00;01-04-2019 16:30:00;01-04-2019 19:30:00;02-04-2019 20:00:00;BCN-BTG;2019-04-01;;;;;;;;3.0;15214.0
30;1;13;4;2019;04-2019;14946;107;30006;1;Arrivee;1;02-03-2019 00:00:00;3.0;30076;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;01-04-2019 18:00:00;31-03-2019 21:30:00;01-04-2019 21:08:00;02-04-2019 12:02:00;LB-BTG;2019-04-01;21:08:00;12:02:00;1918.0;2126.0;0.0;;107.0;3.0;14966.0
31;1;13;4;2019;04-2019;14946;107;30006;1;Arrivee;1;02-03-2019 00:00:00;3.0;30076;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;01-04-2019 18:00:00;31-03-2019 21:30:00;01-04-2019 21:08:00;02-04-2019 12:02:00;LB-BTG;2019-04-01;;;;;;;;3.0;14966.0
32;1;13;4;2019;04-2019;14993;7;30107;1;Arrivee;1;02-03-2019 00:00:00;3.0;30107;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;01-04-2019 18:00:00;01-04-2019 21:33:00;01-04-2019 22:15:00;02-04-2019 15:23:00;BTG-LB;2019-04-01;;;;;;;;3.0;15013.0
33;1;13;4;2019;04-2019;14993;7;30107;1;Arrivee;1;02-03-2019 00:00:00;3.0;30107;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;01-04-2019 18:00:00;01-04-2019 21:33:00;01-04-2019 22:15:00;02-04-2019 15:23:00;BTG-LB;2019-04-01;22:15:00;15:23:00;1918.0;2130.0;1.0;;7.0;3.0;15013.0
34;1;13;4;2019;04-2019;15007;359;41314;1;Arrivee;1;02-03-2019 00:00:00;;41314;CALAIS;25;1150;1;CALAIS/ORBASSANO;01-04-2019 20:30:00;01-04-2019 20:00:00;01-04-2019 22:20:00;03-04-2019 00:38:00;ORBA - CAL;2019-04-01;;;;;;;;3.0;15027.0
35;1;13;4;2019;04-2019;15007;359;41314;1;Arrivee;1;02-03-2019 00:00:00;;41314;CALAIS;25;1150;1;CALAIS/ORBASSANO;01-04-2019 20:30:00;01-04-2019 20:00:00;01-04-2019 22:20:00;03-04-2019 00:38:00;ORBA - CAL;2019-04-01;22:20:00;00:38:00;1918.0;12339.0;0.0;;359.0;3.0;15027.0
36;1;18;5;2019;05-2019;15532;90;30301;1;Arrivee;1;01-04-2019 00:00:00;3.0;30341;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;30-04-2019 22:00:00;01-05-2019 01:30:00;01-05-2019 02:06:00;02-05-2019 05:24:00;CAL-LB;2019-05-01;;;;;;;;;15552.0
37;1;18;5;2019;05-2019;15464;400;CM-30301;1;Arrivee;1;01-04-2019 00:00:00;3.0;30341;MACON;30;810;0;CALAIS/MACON-VILLE;30-04-2019 22:00:00;30-04-2019 14:46:00;01-05-2019 02:06:00;01-05-2019 13:41:00;CAL-MAC;2019-05-01;;;;;;;;3.0;15484.0
38;1;18;5;2019;05-2019;15663;389;PB-30000;1;Arrivee;1;01-04-2019 00:00:00;3.0;30020;BETTEMBOURG;29;1020;1;BETTEMBOURG/PERPIGNAN-ROUSSILLON;30-04-2019 22:00:00;01-05-2019 03:30:00;01-05-2019 04:44:00;01-05-2019 20:00:00;PPN-BTG;2019-05-01;;;;;;;;3.0;15683.0
39;1;18;5;2019;05-2019;15570;380;BP-30101;1;Arrivee;1;01-04-2019 00:00:00;3.0;30101;PERPIGNAN;28;1020;0;BETTEMBOURG/PERPIGNAN-ROUSSILLON;30-04-2019 23:00:00;01-05-2019 05:21:00;01-05-2019 05:32:00;01-05-2019 18:44:00;BTG-PPN;2019-05-01;05:32:00;18:44:00;1948.0;14750.0;0.0;;380.0;3.0;15590.0
40;1;18;5;2019;05-2019;15601;410;BB-30101;1;Arrivee;1;01-04-2019 00:00:00;3.0;42186;BARCELONE;26;1220;0;BETTEMBOURG/BARCELONA;30-04-2019 23:00:00;01-05-2019 05:21:00;01-05-2019 05:32:00;02-05-2019 01:35:00;BTG-BCN;2019-05-01;05:32:00;01:35:00;1948.0;14751.0;0.0;;410.0;;15621.0
41;1;18;5;2019;05-2019;15601;410;BB-30101;1;Arrivee;1;01-04-2019 00:00:00;3.0;42186;BARCELONE;26;1220;0;BETTEMBOURG/BARCELONA;30-04-2019 23:00:00;01-05-2019 05:21:00;01-05-2019 05:32:00;02-05-2019 01:35:00;BTG-BCN;2019-05-01;;;;;;;;;15621.0
42;1;18;5;2019;05-2019;15570;380;BP-30101;1;Arrivee;1;01-04-2019 00:00:00;3.0;30101;PERPIGNAN;28;1020;0;BETTEMBOURG/PERPIGNAN-ROUSSILLON;30-04-2019 23:00:00;01-05-2019 05:21:00;01-05-2019 05:32:00;01-05-2019 18:44:00;BTG-PPN;2019-05-01;;;;;;;;3.0;15590.0
43;1;18;5;2019;05-2019;15430;76;30200;1;Arrivee;1;01-04-2019 00:00:00;3.0;30200;CALAIS;6;1500;1;CALAIS/LE BOULOU;01-05-2019 03:00:00;01-05-2019 04:30:00;01-05-2019 06:16:00;02-05-2019 04:33:00;LB-CAL;2019-05-01;;;;;;;;;15450.0
44;1;18;5;2019;05-2019;15430;76;30200;1;Arrivee;1;01-04-2019 00:00:00;3.0;30200;CALAIS;6;1500;1;CALAIS/LE BOULOU;01-05-2019 03:00:00;01-05-2019 04:30:00;01-05-2019 06:16:00;02-05-2019 04:33:00;LB-CAL;2019-05-01;06:16:00;04:33:00;1948.0;3047.0;0.0;;76.0;;15450.0
45;1;18;5;2019;05-2019;15361;404;BM-30200;1;Arrivee;1;01-04-2019 00:00:00;3.0;30200;MACON;33;590;1;MACON-VILLE/LE BOULOU;30-04-2019 19:30:00;01-05-2019 05:28:00;01-05-2019 06:16:00;01-05-2019 14:32:00;LBP - MAC;2019-05-01;;;;;;;;3.0;15381.0
46;1;18;5;2019;05-2019;15715;65;30004;1;Arrivee;1;01-04-2019 00:00:00;3.0;30014;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;01-05-2019 13:00:00;01-05-2019 15:00:00;01-05-2019 15:32:00;02-05-2019 06:26:00;LB-BTG;2019-05-01;;;;;;;;3.0;15735.0
47;1;18;5;2019;05-2019;15395;405;MC-30200;1;Arrivee;1;01-04-2019 00:00:00;3.0;30200;CALAIS;31;810;1;CALAIS/MACON-VILLE;01-05-2019 11:00:00;01-05-2019 15:00:00;01-05-2019 15:40:00;02-05-2019 04:33:00;MAC - CAL;2019-05-01;15:40:00;04:33:00;1948.0;15099.0;0.0;;405.0;3.0;15415.0
48;1;18;5;2019;05-2019;15395;405;MC-30200;1;Arrivee;1;01-04-2019 00:00:00;3.0;30200;CALAIS;31;810;1;CALAIS/MACON-VILLE;01-05-2019 11:00:00;01-05-2019 15:00:00;01-05-2019 15:40:00;02-05-2019 04:33:00;MAC - CAL;2019-05-01;;;;;;;;3.0;15415.0
49;1;18;5;2019;05-2019;15793;6;30105;1;Arrivee;1;01-04-2019 00:00:00;3.0;30105;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;01-05-2019 12:30:00;01-05-2019 14:45:00;01-05-2019 15:42:00;02-05-2019 07:13:00;BTG-LB;2019-05-01;;;;;;;;3.0;15813.0
50;1;18;5;2019;05-2019;15498;399;MB-30301;1;Arrivee;1;01-04-2019 00:00:00;3.0;30341;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;01-05-2019 13:00:00;01-05-2019 12:27:00;01-05-2019 16:15:00;02-05-2019 05:24:00;MAC - LBP;2019-05-01;;;;;;;;3.0;15518.0
51;1;22;6;2019;06-2019;15558;75;30301;1;Arrivee;1;02-05-2019 00:00:00;3.0;30321;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;31-05-2019 22:00:00;01-06-2019 02:16:00;01-06-2019 02:52:00;02-06-2019 01:04:00;CAL-LB;2019-06-01;02:52:00;01:04:00;1979.0;3089.0;0.0;;75.0;;15578.0
52;1;22;6;2019;06-2019;15490;437;CM-30301;1;Arrivee;1;02-05-2019 00:00:00;3.0;30321;LE BOULOU;30;810;0;CALAIS/MACON-VILLE;31-05-2019 22:00:00;31-05-2019 15:32:00;01-06-2019 02:52:00;01-06-2019 14:40:00;CAL-MAC;2019-06-01;02:52:00;14:40:00;1979.0;15067.0;0.0;;437.0;3.0;15510.0
53;1;22;6;2019;06-2019;15558;75;30301;1;Arrivee;1;02-05-2019 00:00:00;3.0;30321;LE BOULOU;5;1500;0;CALAIS/LE BOULOU;31-05-2019 22:00:00;01-06-2019 02:16:00;01-06-2019 02:52:00;02-06-2019 01:04:00;CAL-LB;2019-06-01;;;;;;;;;15578.0
54;1;22;6;2019;06-2019;15490;437;CM-30301;1;Arrivee;1;02-05-2019 00:00:00;3.0;30321;LE BOULOU;30;810;0;CALAIS/MACON-VILLE;31-05-2019 22:00:00;31-05-2019 15:32:00;01-06-2019 02:52:00;01-06-2019 14:40:00;CAL-MAC;2019-06-01;;;;;;;;3.0;15510.0
55;1;22;6;2019;06-2019;15456;78;30200;0;Supprimee;0;02-05-2019 00:00:00;;30220;CALAIS;6;1500;1;CALAIS/LE BOULOU;31-05-2019 22:30:00;01-06-2019 02:04:00;01-06-2019 03:50:00;02-06-2019 01:07:00;LB-CAL;2019-06-01;03:50:00;01:07:00;1979.0;3047.0;0.0;;78.0;;
56;1;22;6;2019;06-2019;15387;406;BM-30200;0;Supprimee;0;02-05-2019 00:00:00;;30220;MACON;33;590;1;MACON-VILLE/LE BOULOU;31-05-2019 21:00:00;01-06-2019 03:02:00;01-06-2019 03:50:00;01-06-2019 11:39:00;LBP - MAC;2019-06-01;;;;;;;;;
57;1;22;6;2019;06-2019;15387;406;BM-30200;0;Supprimee;0;02-05-2019 00:00:00;;30220;MACON;33;590;1;MACON-VILLE/LE BOULOU;31-05-2019 21:00:00;01-06-2019 03:02:00;01-06-2019 03:50:00;01-06-2019 11:39:00;LBP - MAC;2019-06-01;03:50:00;11:39:00;1979.0;15083.0;0.0;;406.0;;
58;1;22;6;2019;06-2019;15456;78;30200;0;Supprimee;0;02-05-2019 00:00:00;;30220;CALAIS;6;1500;1;CALAIS/LE BOULOU;31-05-2019 22:30:00;01-06-2019 02:04:00;01-06-2019 03:50:00;02-06-2019 01:07:00;LB-CAL;2019-06-01;;;;;;;;;
59;1;22;6;2019;06-2019;15687;443;PB-30000;0;Supprimee;0;02-05-2019 00:00:00;;30000;BETTEMBOURG;29;1020;1;BETTEMBOURG/PERPIGNAN-ROUSSILLON;01-06-2019 02:37:00;01-06-2019 02:37:00;01-06-2019 03:51:00;01-06-2019 18:05:00;PPN-BTG;2019-06-01;03:51:00;18:05:00;1979.0;14753.0;0.0;;443.0;;
60;1;22;6;2019;06-2019;15687;443;PB-30000;0;Supprimee;0;02-05-2019 00:00:00;;30000;BETTEMBOURG;29;1020;1;BETTEMBOURG/PERPIGNAN-ROUSSILLON;01-06-2019 02:37:00;01-06-2019 02:37:00;01-06-2019 03:51:00;01-06-2019 18:05:00;PPN-BTG;2019-06-01;;;;;;;;;
61;1;22;6;2019;06-2019;15625;410;BB-30101;1;Arrivee;1;02-05-2019 00:00:00;3.0;42186;BARCELONE;26;1220;0;BETTEMBOURG/BARCELONA;01-06-2019 00:30:00;01-06-2019 04:01:00;01-06-2019 04:12:00;02-06-2019 01:35:00;BTG-BCN;2019-06-01;;;;;;;;;15645.0
62;1;22;6;2019;06-2019;15594;380;BP-30101;1;Arrivee;1;02-05-2019 00:00:00;3.0;30101;PERPIGNAN;28;1020;0;BETTEMBOURG/PERPIGNAN-ROUSSILLON;31-05-2019 23:00:00;01-06-2019 04:01:00;01-06-2019 04:12:00;01-06-2019 17:59:00;BTG-PPN;2019-06-01;04:12:00;17:59:00;1979.0;14750.0;0.0;;380.0;3.0;15614.0
63;1;22;6;2019;06-2019;15594;380;BP-30101;1;Arrivee;1;02-05-2019 00:00:00;3.0;30101;PERPIGNAN;28;1020;0;BETTEMBOURG/PERPIGNAN-ROUSSILLON;31-05-2019 23:00:00;01-06-2019 04:01:00;01-06-2019 04:12:00;01-06-2019 17:59:00;BTG-PPN;2019-06-01;;;;;;;;3.0;15614.0
64;1;22;6;2019;06-2019;15625;410;BB-30101;1;Arrivee;1;02-05-2019 00:00:00;3.0;42186;BARCELONE;26;1220;0;BETTEMBOURG/BARCELONA;01-06-2019 00:30:00;01-06-2019 04:01:00;01-06-2019 04:12:00;02-06-2019 01:35:00;BTG-BCN;2019-06-01;04:12:00;01:35:00;1979.0;14751.0;0.0;;410.0;;15645.0
65;1;22;6;2019;06-2019;16540;454;30541;1;Arrivee;1;02-05-2019 00:00:00;3.0;30541;SETE;23;900;0;SETE/BETTEMBOURG;31-05-2019 23:00:00;01-06-2019 05:15:00;01-06-2019 05:55:00;02-06-2019 17:40:00;BTG-SETE;2019-06-01;;;;;;;;3.0;16560.0
66;1;22;6;2019;06-2019;15422;407;MC-30200;1;Arrivee;1;02-05-2019 00:00:00;3.0;30220;CALAIS;31;810;1;CALAIS/MACON-VILLE;01-06-2019 09:00:00;01-06-2019 13:00:00;01-06-2019 13:40:00;02-06-2019 01:07:00;MAC - CAL;2019-06-01;;;;;;;;3.0;15442.0
67;1;22;6;2019;06-2019;15422;407;MC-30200;1;Arrivee;1;02-05-2019 00:00:00;3.0;30220;CALAIS;31;810;1;CALAIS/MACON-VILLE;01-06-2019 09:00:00;01-06-2019 13:00:00;01-06-2019 13:40:00;02-06-2019 01:07:00;MAC - CAL;2019-06-01;13:40:00;01:07:00;1979.0;15099.0;0.0;;407.0;3.0;15442.0
68;1;22;6;2019;06-2019;15815;6;30105;1;Arrivee;1;02-05-2019 00:00:00;3.0;30105;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;01-06-2019 12:00:00;01-06-2019 15:06:00;01-06-2019 16:03:00;02-06-2019 07:13:00;BTG-LB;2019-06-01;16:03:00;07:13:00;1979.0;2129.0;0.0;;6.0;3.0;15835.0
69;1;22;6;2019;06-2019;15815;6;30105;1;Arrivee;1;02-05-2019 00:00:00;3.0;30105;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;01-06-2019 12:00:00;01-06-2019 15:06:00;01-06-2019 16:03:00;02-06-2019 07:13:00;BTG-LB;2019-06-01;;;;;;;;3.0;15835.0
70;1;22;6;2019;06-2019;15524;438;MB-30301;1;Arrivee;1;02-05-2019 00:00:00;3.0;30321;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;01-06-2019 11:00:00;01-06-2019 12:25:00;01-06-2019 16:13:00;02-06-2019 01:04:00;MAC - LBP;2019-06-01;16:13:00;01:04:00;1979.0;15051.0;0.0;;438.0;3.0;15544.0
71;1;22;6;2019;06-2019;15524;438;MB-30301;1;Arrivee;1;02-05-2019 00:00:00;3.0;30321;LE BOULOU;32;590;0;MACON-VILLE/LE BOULOU;01-06-2019 11:00:00;01-06-2019 12:25:00;01-06-2019 16:13:00;02-06-2019 01:04:00;MAC - LBP;2019-06-01;;;;;;;;3.0;15544.0
72;1;22;6;2019;06-2019;14895;329;30521;1;Arrivee;1;02-05-2019 00:00:00;3.0;30521;SETE;23;900;0;SETE/BETTEMBOURG;01-06-2019 08:00:00;01-06-2019 18:00:00;01-06-2019 18:32:00;02-06-2019 06:00:00;BTG-SETE;2019-06-01;;;;;;;;3.0;14915.0
73;1;22;6;2019;06-2019;15832;56;30107;1;Arrivee;1;02-05-2019 00:00:00;3.0;30127;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;01-06-2019 17:00:00;01-06-2019 19:44:00;01-06-2019 20:26:00;02-06-2019 10:44:00;BTG-LB;2019-06-01;20:26:00;10:44:00;1979.0;2130.0;1.0;;56.0;3.0;15852.0
74;1;22;6;2019;06-2019;15832;56;30107;1;Arrivee;1;02-05-2019 00:00:00;3.0;30127;LE BOULOU;2;1040;0;BETTEMBOURG/LE BOULOU;01-06-2019 17:00:00;01-06-2019 19:44:00;01-06-2019 20:26:00;02-06-2019 10:44:00;BTG-LB;2019-06-01;;;;;;;;3.0;15852.0
75;1;22;6;2019;06-2019;15757;71;30006;1;Arrivee;1;02-05-2019 00:00:00;3.0;30056;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;01-06-2019 18:00:00;01-06-2019 20:23:00;01-06-2019 20:48:00;02-06-2019 12:54:00;LB-BTG;2019-06-01;;;;;;;;3.0;15777.0
76;1;22;6;2019;06-2019;15757;71;30006;1;Arrivee;1;02-05-2019 00:00:00;3.0;30056;BETTEMBOURG;1;1040;1;BETTEMBOURG/LE BOULOU;01-06-2019 18:00:00;01-06-2019 20:23:00;01-06-2019 20:48:00;02-06-2019 12:54:00;LB-BTG;2019-06-01;20:48:00;12:54:00;1979.0;2126.0;1.0;;71.0;3.0;15777.0
